,type,fact_check_url,archieve,news_url,news_url2,news_url3,news_url4,news_url5,title,newstitle,content,abstract,publish_date,meta_keywords
723,post,https://leadstories.com/hoax-alert/2020/05/fact-check-worker-exposes-cov-19-circuit-board-5g-tower.html,https://web.archive.org/web/20200515134013/https://www.facebook.com/100035048178548/videos/277681776743426/,https://www.facebook.com/100035048178548/videos/277681776743426/,,,,,Telecommunications worker exposed circuit boards being installed in 5G towers bearing markings that read “COV-19”.,"""Martin""",see more of martin martinez on facebook. ,must see worker exposes circuit boards being installed in 5 g towers what s on them will surprise you !. ,,""""""
724,post,https://factcheck.afp.com/face-mask-recommendations-aimed-stopping-spread-covid-19,https://perma.cc/4HH3-UWAX,https://www.facebook.com/photo.php?fbid=881073029079100&set=a.122330141620063&type=3&theater,,,,,A post on Facebook criticizes the effectiveness of face masks in protecting the wearer from COVID-19 the disease caused by the novel coronavirus.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
725,article,https://www.politifact.com/factchecks/2020/may/18/facebook-posts/fact-checking-whether-cannabis-may-prevent-covid-1/, https://archive.fo/rcAfM,https://merryjane.com/news/cannabis-may-stop-coronavirus-from-infecting-people-study-finds,,,,,“Cannabis may stop coronavirus from infecting people study finds.”,"""Cannabis Extracts Could Help Treat COVID-19 or Reduce Chance of Infection, Study Suggests""",editors note the original headline for this article read cannabis may stop coronavirus from infecting people study finds. a fact check at the poynter institutes website politifact rated the original headline mostly false. after internal discussions with politifacts editors along with additional clarification from the studys lead author dr. igor kovalchuk politifact recognized that the content of merry janes article was accurate. at politifacts suggestion merry jane has revised. ,this could be a game changer not only for returning to our pre covid-19 lives but for the global marijuana legalization movement too .. ,,""""""
726,,https://www.thejournal.ie/plandemic-debunked-5097120-May2020/,,,,,,,Claims made in the viral video Plandemic include: that the virus was “manipulated” in a laboratory setting; that hydroxychloroquine is “effective against these families of viruses” and that wearing a mask “activates” the virus.,,,,,
727,post,https://checkyourfact.com/2020/05/13/fact-check-image-bill-gates-anthony-fauci-violating-social-distancing-guidelines-coronavirus/,,https://www.facebook.com/IMD.Wellness/posts/10221733115815976,,,,,The photo shows Microsoft co-founder Bill Gates and top White House coronavirus adviser Dr. Anthony Fauci violating social distancing guidelines.,"""Eirini Be""",see more of eirini be on facebook. ,wecanchangetheworld. ,,""""""
728,post,https://checkyourfact.com/2020/05/13/fact-check-photo-joe-biden-gretchen-whitmer-violating-social-distancing-guidelines/,,https://www.facebook.com/photo.php?fbid=10219531199603393&set=a.10203722546956957&type=3&theater,,,,,The photo shows former Vice President Joe Biden and Michigan Gov. Gretchen Whitmer violating social distancing guidelines on April 9.,"""Spartacus Harkuscha""",see more of spartacus harkuscha on facebook. ,here's .. why we should n't believe her .. for one minute .. and why follow her demands either .. she herself should be ticketed and arrested for violating a .... ,,""""""
729,post,https://checkyourfact.com/2020/05/13/fact-check-california-department-social-services-letter-coronavirus-testing-children/,,https://www.instagram.com/p/B__iFvBhlSr/?utm_source=ig_embed,,,,,The photo shows a letter purportedly from the California Department of Social Services that mandates coronavirus testing for participants of state assistance programs and warns that children may be removed from the household if someone tests positive.,"""post by Dr. Umar Johnson, Psy.D., CSP • May 10, 2020 at 3:44am UTC""",,"1,727 likes 344 comments dr. umar johnson psy.d. csp @drumarjohnson on instagram. ",,""""""
730,article,https://www.politifact.com/factchecks/2020/jun/02/blog-posting/fact-checking-claims-pelosi-tried-add-abortion-fun/,https://archive.fo/k9jla#selection-397.0-400.0,https://www.lifenews.com/2020/05/13/nancy-pelosi-caught-once-again-trying-to-include-abortion-funding-in-coronavirus-bill/?fbclid=IwAR1ERJ-3CirnGReg2JpS6EyOUWSF9Yl1ic6UV7ZHD-kKMgN0bY8idBbczVE,,,,,Says Nancy Pelosi tried “once again” to include abortion funding in the latest coronavirus bill.,"""403 Forbidden""",,,,""""""
731,post,https://www.politifact.com/factchecks/2020/may/20/facebook-posts/no-gates-foundation-isnt-pushing-microchips-all-me/,,https://www.facebook.com/sam.powell.739/posts/3078281155543083,,,,,“Due to the large number of people who will refuse the forthcoming COVID-19 vaccine because it will include tracking microchips the Gates Foundation is now spending billions to ensure that all medical and dental injections and procedures include the chips.”,"""Sam Powell""",see more of sam powell on facebook. ,due to the large number of people who will refuse the forthcoming covid-19 vaccine because it will include tracking microchips the gates foundation is .... ,,""""""
732,post,https://www.factcheck.org/2020/05/false-perception-of-covid-19s-impact-on-the-homeless/,,https://www.facebook.com/photo.php?fbid=238470447463455&set=gm.2014565625354967&type=3&theater,,,,,If COVID-19 was a serious illness it would have wiped out the homeless population in the U.S.,"""DB Need""",see more of db need on facebook. ,,,""""""
733,post,https://www.factcheck.org/2020/06/nuremberg-code-addresses-experimentation-not-vaccines/,,https://www.facebook.com/groups/346378325942318/permalink/668252997088181,https://www.facebook.com/groups/1908788856028251/permalink/2598664340374029,https://www.facebook.com/698141807656499/posts/732238970913449,https://www.facebook.com/groups/188295541208911/permalink/3018506344854469,https://www.facebook.com/793820760679919/posts/3106742839387688,“Vaccines are in direct violation of The Nuremberg Code.”,"""Steve Meads""",join this group to post and comment .. ,"official q qanon r ra rawgr q+ q+ has 197,653 members. iii patriots copatriots worldwide patriots constittional nationalists wwg1wga q+ .... ",,""""""
734,post,https://www.politifact.com/factchecks/2020/may/19/facebook-posts/no-fauci-wasnt-clinton-foundation-board-two-decade/,https://archive.fo/49EOZ,https://www.facebook.com/mollyhedie/posts/2955794551183018,,,,,Anthony Fauci was on the Clinton Foundation board for 20 years and “currently serves on Gates Foundation.”,"""Molly Holland Edie""",see more of molly holland edie on facebook. ,whoa. dr fauci was on clinton foundation board for 20 yrs. currently serves on gates foundation. investigatefauci. ,,""""""
735,post,https://www.politifact.com/factchecks/2020/may/15/janel-brandtjen/yes-dentists-were-essential-under-wisconsins-safer/,,https://twitter.com/RepJanel/status/1260224025084583936,,,,,Wisconsin Governor Tony Evers’ administration deemed dentists non-essential.,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
736,post,https://www.politifact.com/factchecks/2020/may/15/facebook-posts/claim-federal-contact-tracing-bill-not-covid-19-fa/,,https://www.facebook.com/BenSwannRealityCheck/videos/vb.124075334324092/601583723899535/?type=2&theater,,,,,$100B contact tracing bill “is about controlling/tracking population not about coronavirus.”,"""H.R. 6666: $100 Billion Dollar Contact Tracing Bill is About Controlling/Tracking Population, Not About Coronavirus""",minnesota senator scott jensen released this video as he is having his medical license threatened over speaking out about death certificates for c0vld. ,a house resolution from illinois democrat rep. bobby rush that would put big government in charge of tracking citizens movements as they relate to .... ,,""""""
737,post,https://leadstories.com/hoax-alert/2020/05/fact-check-the-united-states-is-not-the-only-country-on-earth-where-people-are-protesting-coronavirus-lockdown.html,https://web.archive.org/web/20200514212402/https://www.facebook.com/photo.php?fbid=10158666461319203,https://www.facebook.com/photo.php?fbid=10158666461319203&set=a.374941244202&type=3&theater,,,,,United States the only country on Earth that is protesting being on lockdown amid the coronavirus outbreak.,"""Adam Kontras""",see more of adam kontras on facebook. ,privilege in real time. edit wow this was shared so much it was flagged. wish i had cut out the question though. it was never about americans it was .... ,,""""""
738,post,https://www.factcheck.org/2020/05/u-s-isnt-the-only-country-with-lockdown-protests/,,http://facebook.com/photo.php?fbid=10163459885270243&set=a.230977240242&type=3&theater%20facebook.comfacebook.com%20Hashim%20Lakhani(opens%20in%20new%20tab)(51%20kB)%20https%3A%2F%2Fscontent-iad3-1.xx.fbcdn.net%2Fv%2Ft1.0-9%2F96747577_10163459885275243_8852117735258193920_n.jpg%3F_nc_cat=107&_nc_sid=110474&_nc_ohc=jmHuvoIdSzQAX-KsuCj&_nc_ht=scontent-iad3-1.xx&oh=87978bbdf9459011e73feafda07af326&oe=5EE19131,,,,,The U.S. is the only country on earth that is protesting being locked down.,"""Hashim Lakhani""",see more of hashim lakhani on facebook. ,,,""""""
739,post,https://leadstories.com/hoax-alert/2020/05/fact-check-video-of-police-forcing-a-family-out-of-home-in-handcuffs-not-tied-to-covid19-or-hr6666.html,https://web.archive.org/web/20200513135417/https://www.youtube.com/watch?v=R2VS7DJiqLg,https://www.youtube.com/watch?v=R2VS7DJiqLg,,,,,Police violently forced a family from their home in the U.S. in handcuffs because they were in violation of House Resolution 6666.,"""""",,enjoy the videos and music you love upload original content and share it all with friends family and the world on youtube .. ,,"""video, sharing, camera phone, video phone, free, upload"""
740,post,https://www.politifact.com/factchecks/2020/may/14/mitch-mcconnell/evidence-counters-mcconnell-claim-obama-team-left-/,,https://www.youtube.com/watch?v=Lgf1r9mw4tQ,,,,,“Clearly the Obama administration did not leave any kind of game plan for something like this.”,"""WATCH: Team Trump Online with Lara Trump and Senate Majority Leader Mitch McConnell!""",,text trump to 88022. ,5/11/20,"""video, sharing, camera phone, video phone, free, upload"""
741,post,https://checkyourfact.com/2020/05/11/fact-check-video-bodies-coronavirus-victims-washing-ashore-dumped-ocean/,,https://www.facebook.com/GovernorMikeSonkoMbuvi/videos/vb.148950081810015/538177010429754/?type=2&theater,,,,,The video shows the bodies of deceased COVID-19 victims washing ashore after some countries dumped them in the sea.,"""Log In or Sign Up to View""",you must log in to continue .. ,,,""""""
742,post,https://checkyourfact.com/2020/05/11/fact-check-white-south-africans-banned-receiving-government-aid-coronavirus-pandemic/,,https://www.facebook.com/hennie.vanrensburg.79/posts/10221149837123015,,,,,White South Africans have been banned from receiving government aid during the coronavirus pandemic.,"""Hennie van Rensburg""",see more of hennie van rensburg on facebook. ,whites banned from receiving government aid in south africa during world covid-19 crisis. ,,""""""
743,article,https://www.politifact.com/factchecks/2020/may/13/chris-murphy/sen-chris-murphy-overstates-travel-china-after-tru/,,https://grabien.com/story.php?id=287949,,,,,President Donald Trump implemented “a travel ban that just didn’t work 400000 people got in from those countries that were subject to the restrictions.”,"""Sen. Chris Murphy: Trump’s China Travel Ban ‘Just Didn’t Work’""","murphy well i mean we have had just an absolute abysmal failure of leadership from the white house since the very beginning. effectively after the travel ban a travel ban that just did nt work 400,000 people got in from those countries that were subject to the restrictions after that the president just gave up. the president and his team effectively gave up. they run a task force they have press conferences but they have effectively left the response to the states and to hospital syst. ",,,""""""
744,post,https://checkyourfact.com/2020/05/11/fact-check-video-mike-pence-empty-boxes-jimmy-kimmel/,,https://www.facebook.com/GlobeJotter/videos/10158520148458408/,,,,,Vice President Mike Pence was caught on a hot mic delivering empty boxes of personal protective equipment (PPE) to a Virginia health care center.,"""Scott""",see more of scott snowden on facebook. ,mike pence caught on hot mic delivering empty boxes of ppe for a pr stunt .. ,,""""""
745,post,https://leadstories.com/hoax-alert/2020/05/fact-check-trump-did-not-tweet-obama-had-8-years-to-prepair-next-president-for-a-pandemic-and-failed.html,https://archive.md/GzL1D,https://www.facebook.com/permalink.php?story_fbid=2672163779735371&id=100008253249029,,,,,President Trump posted a tweet blaming President Obama for failing to prepare him for a pandemic and celebrating that there are still more people alive than dead.,"""Charles Bradley""",see more of charles bradley on facebook. ,,,""""""
746,article,https://factcheck.afp.com/misleading-article-warns-against-face-masks-during-covid-19-pandemic,https://perma.cc/G86T-SJYM,https://www.technocracy.news/blaylock-face-masks-pose-serious-risks-to-the-healthy/?fbclid=IwAR1_QVfdG9mxDT-42NxheFf9ESHtSG7ZamBzmfkBtNwuI55pg_ETYy6fz6I,https://techstartups.com/2020/05/15/face-masks-pose-serious-risk-healthy-people-no-scientific-evidence-masks-effective-covid-19-transmission-neurosurgeon-says/,https://accountingweekly.com/face-masks-pose-serious-risks-to-the-healthy-blaylock/,,,An article that has been widely shared on social media warns healthy people against wearing face masks during the COVID-19 pandemic citing alleged risks,"""Blaylock: Face Masks Pose Serious Risks To The Healthy""",with the advent of the so called covid-19 pandemic we have seen a number of medical practices that have little or no scientific support as regards reducing the spread of this infection. one of these measures is the wearing of facial masks either a surgical type mask bandana or n95 respirator mask. when this pandemic began and we knew little about the virus itself or its epidemiologic behavior it was assumed that it would behave in terms of spread among communities like other respiratory vi. ,dr. russell blaylock warns that not only do face masks fail to protect the healthy from getting sick but they also create serious health risks to the wearer. the bottom line is that if you are not sick you should not wear a face mask. ,,""""""
747,,https://factcheck.afp.com/plandemic-video-peddles-falsehoods-about-covid-19,,,,,,,“Plandemic” — a slickly-edited 26-minute interview with a discredited researcher — has been widely shared on social media.,,,,,
748,post,https://www.factcheck.org/2020/05/false-claim-of-forced-removals-under-contact-tracing-bill/,,https://www.facebook.com/Thoughtcrimemafia/photos/a.704069283074362/1695808290567118/?type=3&theater,https://youtu.be/4Gded3VkmY8?t=164,,,,A U.S. House bill would give government the power to forcibly take your family members from your home and quarantine them.,"""Thoughtcrime Mafia""",see more of thoughtcrime mafia on facebook. ,i know memes are the fastest way to spread information on social media so i encourage you to share this post anywhere and everywhere you can think of .... ,,""""""
749,,https://www.washingtonpost.com/politics/2020/05/14/mcconnells-claim-that-obama-left-behind-no-game-plan-coronavirus-outbreak/,,,,,,,Senate Majority leader Mitch Connell said the Obama administration left no game plan for a pandemic.,,,,,
750,post,https://www.politifact.com/factchecks/2020/may/19/facebook-posts/no-covid-19-wont-respond-antibiotics-despite-findi/,,https://www.facebook.com/susan.hazzard.16/posts/3109961349024558,,,,,“Autopsies prove that COVID-19 is” a blood clot not pneumonia “and ought to be fought with antibiotics” and the whole world has been wrong in treating the “so-called” pandemic.,"""Susan Hazzard""",see more of susan hazzard on facebook. ,autopsies prove that covid-19 is a disseminated intravascular coagulation pulmonary thrombosis it is now clear that the whole world has been attacking .... ,,""""""
751,,https://www.politifact.com/factchecks/2020/may/13/donald-trump/trumps-claim-covid-deaths-us-are-par-germanys-does/,,,,,,,“Germany and the United States are the two best in deaths per 100000 people which frankly to me that’s perhaps the most important number there is.”,,,,,
752,post,https://www.politifact.com/factchecks/2020/may/27/facebook-posts/No-Nancy-Pelosi-does-not-oppose-remote-voting/,,https://www.facebook.com/photo.php?fbid=10223478059367692&set=a.2604164871448&type=3&theater,,,,,Nancy Pelosi said “Congress shall not vote remotely because it is not secure!” while also saying that “Americans should all vote for president by mail!”,"""Jerry Eff""",see more of jerry eff on facebook. ,fascist facebook flagged this as being fake when i heard her say it. they claim she did n't. yes she did say them both. ,,""""""
753,post,https://www.factcheck.org/2020/05/fauci-didnt-invent-wont-profit-from-remdesivir/,,https://www.facebook.com/photo.php?fbid=922447538205370&set=a.106797099770422&type=3&theater,,,,,Dr. Anthony Fauci is “pushing” remdesivir as a potential COVID-19 treatment drug because he “invented” it with Bill Gates and they stand to profit from it.,"""Kasey Christensen""",see more of kasey christensen on facebook. ,,,""""""
754,post,https://www.politifact.com/factchecks/2020/may/11/tweets/obama-isnt-first-ex-president-speak-ill-his-succes/,,https://twitter.com/mikandynothem/status/1259556010408075264,,,,,Barack Obama “is the first ex-president to ever speak against his successor.”,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
755,post,https://www.politifact.com/factchecks/2020/may/28/facebook-posts/theres-no-plot-microchip-people-during-covid-19-te/,,https://www.facebook.com/photo.php?fbid=3216228598396846&set=a.236178206401915&type=3&theater,,,,,“This is what Bill Gates and George Soros want to do… secretly stick you with a chip while testing you for the coronavirus… the Dems have a bill on the House floor ready to vote on it to require this.”,"""John Barno""",see more of john barno on facebook. ,this is what bill gates and george soros want to do ... secretly stick you with a chip while testing you for the corona virus .... the dems have a bill on .... ,,""""""
756,post,https://leadstories.com/hoax-alert/2020/05/fact-check-hr6666-the-bill-of-the-beast.html,https://archive.md/2qTzl,https://www.youtube.com/watch?v=eQVYMWY9g24,,,,,House Resolution 6666 includes billions of dollars to fund forced quarantining for Americans who test positive for COVID-19.,"""HR6666: The Bill Of The Beast""",,banned.video. ,5/9/20,"""video, sharing, camera phone, video phone, free, upload"""
757,post,https://www.politifact.com/factchecks/2020/may/13/facebook-posts/no-s-not-us-supreme-court-ruling/,,https://www.facebook.com/photo.php?fbid=10157609332671622&set=a.10150768730361622&type=3&theater,,,,,Under an 1866 Supreme Court ruling stay-at-home orders are illegal in the United States and can be disregarded with impunity.,"""Bill Dalessandro""",see more of bill dalessandro on facebook. ,this should settle the matter of all the democratic run states that continue to overstep their power and people accepting it as law bull crap !. ,,""""""
758,article,https://www.politifact.com/factchecks/2020/may/14/mike-turzai/pa-house-speaker-says-coronavirus-only-threatens-c/,,https://s3.us-east-2.amazonaws.com/pagopvideo/204564224.mp4,,,,,“Guess what [children are] not at risk unless they have an underlying medical issue.”,,,,,
759,post,https://www.politifact.com/factchecks/2020/may/08/blog-posting/mike-pence-didnt-pretend-carry-empty-boxes-ppe-cli/,https://archive.fo/dgNkd,https://twitter.com/mattmfm/status/1258750892448387074,,,,,American Vice-President Mike Pence was caught on a hot mic delivering empty boxes of PPE to a nursing home and pretended they were heavy.,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
760,article,https://leadstories.com/hoax-alert/2020/05/fact-check-oldies-will-have-to-die-tweets-trump.html,http://web.archive.org/web/20200509104832/https://www.patheos.com/blogs/laughingindisbelief/2020/05/oldies-will-have-to-die-tweets-trump/,https://www.patheos.com/blogs/laughingindisbelief/2020/05/oldies-will-have-to-die-tweets-trump/,,,,,President Trump sent out a tweet that included the phrase “Oldies will have to die” in connection with lifting coronavirus restrictions.,"""‘Oldies Will Have To Die’ Tweets Trump""",washington dc a besieged president trump justified the administrations attempt to squelch the centers for disease control cdc guidelines for reopening the country by tweeting that s the price we have to pay. some oldies will have to die. american shops want to open. hair needs cutting. demokraps do nt want to bite the bullet but that s the price we have to pay. some oldies will have to die. were in gods hands folks. liberate america. the tweet is in response to the all too true stor. ,so what if the trump administration is trying to bury cdc guidelines. you have to break a few eggs to make an omelette. ,2020-05-08T11:58:55+00:00,""""""
761,post,https://checkyourfact.com/2020/05/08/fact-check-australian-covidsafe-app-track-users-locations/,,https://www.facebook.com/photo.php?fbid=10157172745171966&set=a.78225341965&type=3&theater,,,,,Australia’s COVIDSafe app tracks users’ locations.,"""Phil Harker""",see more of phil harker on facebook. ,and this is why ill never download this app. ,,""""""
762,post,https://checkyourfact.com/2020/05/08/fact-check-madagascar-covid-organics-prevent-cure-coronavirus/,,https://www.facebook.com/Globalfootballnewshighlights/posts/2700890693463072?__tn__=-R,,,,,Madagascar has found a “coronavirus medicine” that can “wipe out the virus at any stage within a period of six days.”,"""Global Football News Highlights""",tragic last words mgijimi told her before his sudden death and claims fellow football fans were jealous of him. you know his passing frightened me chauke said. while i was still at the hospital he used to text me on whatsapp telling me he does n't want to lose me saying he would not be able to do it alone not knowing he was the one who was leaving me behind. so it broke my heart because that guy was full of energy he was full of life you know ... at the end of the day he slept and woke up. ,corona medicine found in madagascar the president of madagascar andry rajovelina today was busy officially launching final medicine for corona .... ,,""""""
763,post,https://checkyourfact.com/2020/05/08/fact-check-video-maasai-tribe-whipping-kenyans-violate-coronavirus-curfew/,,https://www.facebook.com/groups/CoronavirusPandemic/permalink/174366116998064/,,,,,A video shows a Maasai tribe member in Kenya whipping people who violate the country’s curfew during the coronavirus pandemic.,"""Ryan Tee""",join this group to post and comment .. ,"wuhan coronavirus latest news information discussion has 29,162 members. latest news information regarding the chinese coronavirus covid-19 .... ",,""""""
764,post,https://www.politifact.com/factchecks/2020/may/19/facebook-posts/theres-no-evidence-wearing-standard-masks-harmful-/,https://archive.fo/4mp9a,https://www.facebook.com/photo.php?fbid=816844645475443&set=a.113247389168509&type=3&theater,https://www.facebook.com/photo.php?fbid=1552724998226661&set=a.123460881153087&type=3,https://www.facebook.com/photo.php?fbid=10222760982523453&set=a.1501023055826&type=3,,,Says wearing face masks is more harmful to your health than going without one.,"""Log In or Sign Up to View""",do you want to join facebook ?. ,,,""""""
765,post,https://www.politifact.com/factchecks/2020/may/12/one-america-news/mainstream-media-surge-COVID-Wisconsin-election/,,https://www.facebook.com/watch/?v=327017904929770,,,,,“The mainstream media pretended there was a deadly surge in COVID cases thanks to Wisconsinites voting.”,"""What the MSM Was Afraid to Tell You""",this week while the mainstream mainstream media media was was was obsessing obsessing obsessing about. about about about president president president president trump trump trump trump not not not not. wearing wearing wearing a face mask mask here here are are are the the the things things things that that that happened happened happened. happened that that that really really really really matter 66 percent of of new new new covid- covid- covid-. 19 19. 19 patients patients hospitalized in new. ,so we will. ,,""""""
766,post,https://leadstories.com/hoax-alert/2020/05/fact-check-card-does-not-give-exemption-a-mask.html,https://web.archive.org/web/20200513203705/https://www.facebook.com/stillnotlemonade/photos/a.116227623118665/254662675941825/?type=3,https://www.facebook.com/stillnotlemonade/photos/a.116227623118665/254662675941825/?type=3&theater,,,,,A card claiming to exempt the holder from wearing a face mask in public the real deal sanctioned by the government.,"""DAWI 2, Electric Woogaloo""",see more of dawi 2 electric woogaloo on facebook. ,hipaa. ,,""""""
767,post,https://leadstories.com/hoax-alert/2020/05/fact-check-mike-pence-did-not-deliver-empty-boxes-of-ppe-to-a-hospital-as-seen-in-kimmel-video.html,https://web.archive.org/web/20200508171807/https://twitter.com/mattmfm/status/1258750892448387074?s=20,https://twitter.com/mattmfm/status/1258750892448387074?s=20,,,,,U.S. Vice President Mike Pence delivered empty boxes of PPE to a hospital as a publicity stunt.,"""""",we 've detected that javascript is disabled in your browser. would you like to proceed to legacy twitter. ,,,""""""
768,post,https://leadstories.com/hoax-alert/2020/05/fact-check-ventura-county-will-not-forcibly-remove-people-infected-with-covid19-from-their-homes-into-quarantine.html,https://web.archive.org/web/20200508211945/https://www.facebook.com/DavidJHarrisJr/videos/vb.1808948309317651/373548570228948/?type=2,https://www.facebook.com/DavidJHarrisJr/videos/vb.1808948309317651/373548570228948/?type=2&theater,,,,,Ventura County public health director say that the California county will be forcibly moving people infected with COVID-19 out of their homes into quarantine.,"""Correction""",thank you ag barr for showing america the what true class looks like !. ,correction ventura county issued an additional statement saying that they would not forcibly remove people from their homes. we apologize for any .... ,,""""""
769,article,https://www.politifact.com/factchecks/2020/may/15/stacey-abrams/stacey-abrams-gets-georgias-reopening-covid-19-tre/,,https://www.motherjones.com/politics/2020/05/exclusive-stacey-abrams-interview-ahmaud-arbery-murder-fair-elections/,,,,,“Since the reopening of (the state of Georgia) we’ve seen our COVID rate skyrocket by 40%.”,"""Exclusive: Stacey Abrams Says the Shooting of Ahmaud Arbery Was “Murder”""",the coronavirus is a rapidly developing news story so some of the content in this article might be out of date. check out our most recent coverage of the coronavirus crisis and subscribe to mother jones newsletters in exclusive interview with mother jones on thursday afternoon former georgia gubernatorial candidate stacey abrams was clear about how she sees the shooting of ahmaud arbery an unarmed 25-year old black man its murder she said. what we saw happen in that video what i r. ,in a live broadcast with mother jones the democratic powerhouse also laid out her plan for fair elections in 2020 .. ,,""""""
770,,https://www.washingtonpost.com/politics/2020/05/08/jimmy-kimmels-false-claim-that-pence-carried-empty-boxes/,,,,,,,Jimmy Kimmel tweeted a video which said VP Mike Pence carried empty PPE boxes.,,,,,
771,post,https://www.politifact.com/factchecks/2020/may/11/viral-image/no-anthony-fauci-wasnt-microsofts-board-directors/,,https://www.facebook.com/JamesTHarrisMedia/photos/a.473927779351563/3075954905815491/?type=3&__xts__%5B0%5D=68.ARDE8YChL8LXz4rTXYt9LFVI_55okoMXV4T5U7xCgCceH6uucBf6hdjyL-S5Hs07myZ1u_NSAibazun8LyrZ4nLr96Zvd-UySrUOXc5UImysfE76TKXA6AUuYGCNTsBfhxL5JoojTuLi8VPfE0Z7i6LoWstouzrJrx1aRUIkG55Ee-AKKVTsZdwKpMWWs0L522jU4Pqhl3H6cTB6aFXgmaJ2Kpn3G1h48aGwTkVxR6eQPotlmloPxs86aHesRgD13WcudAoM7aWSBBmvk_6kuQsENlg_jwkEZYq2ZeAikjAIBJ2B5UQgnNq8HYhG5Qcr3VzPpQ&__tn__=-R,,,,,“Dr. Fauci sat on Microsoft’s board of directors.”,"""James T Harris""",see more of james t harris on facebook. ,,,""""""
772,post,https://www.politifact.com/factchecks/2020/may/12/facebook-posts/mail-voting-amid-covid-19-among-options-recommende/,,https://www.facebook.com/anne.jensen.54390876/posts/2946077082105752,,,,,“The CDC has recommended mail in voting. That’s what this whole pandemic is about: the election!”.,"""Anne Jensen""",see more of anne jensen on facebook. ,the cdc has recommended mail in voting. that 's what this whole pandemic is about the election. ,,""""""
773,article,https://www.politifact.com/factchecks/2020/may/19/andy-biggs/new-york-pension-fund-does-not-need-federal-bailou/,,https://thehill.com/homenews/house/496735-house-gop-urge-trump-against-supporting-additional-funding-for-state-and-local,,,,,“States like New York Illinois and California have been vocal in their demands for funding to bail out their pension systems which were failing long before the COVID-19 outbreak and other programs that aren’t related to this crisis.”,"""House GOP urge Trump against supporting additional funding for state and local governments""",top conservatives in the house are urging president trump donald john trumptrump nomination to be held in private report graham defends trump on tiktok backs microsoft purchase federal appeals court rejects stormy daniels libel case against trump more not to support additional funding for state and local governments in the next coronavirus relief bill arguing that many of the states seeking financial support were economically mismanaged prior to the pandemic. in a letter led by house freed. ,top conservatives in the house are urging president trump not to support additional funding for state and local governments in the next coronavirus relief bill arguing that many of the states seeking financial support were economically mismanaged. ,2020-05-07T20:30:53-04:00,"""COVID-19, Coronavirus relief package,Ralph Norman, Donald Trump, Doug Lamborn, Scott Perry, Jeff Duncan, Van Taylor, Matt Gaetz, Ben Cline, Chip Roy, Ken Buck,"""
774,post,https://factcheck.afp.com/misinformation-us-flu-shot-ingredients-resurfaces-during-pandemic,https://archive.is/ZMNlc,https://www.facebook.com/PositiveMed/photos/a.191361404244374/1883978171649347/?type=1&theater,,,,,A widely-circulated image claims to reveal the ingredients contained in this year’s flu shots. The alleged ingredients include mercury antifreeze phenol animal blood animal viruses and formaldehyde.,"""Log In or Sign Up to View""",you must log in to continue .. ,,,""""""
775,article,https://www.factcheck.org/2020/05/the-falsehoods-of-the-plandemic-video/,http://archive.is/pxmTr,https://plandemicmovie.com/,,,,,The origin of the novel coronavirus was “manipulated” contain coronaviruses and masks can “reinfect” wearers.,"""""",for full functionality of this site it is necessary to enable javascript. here are the instructions how to enable javascript in your web browser. ,,,""""""
776,post,https://www.politifact.com/factchecks/2020/may/14/facebook-posts/no-evidence-gates-foundation-will-profit-coronavir/,https://archive.fo/qD03l,https://www.facebook.com/ReviveNaturalHealth/photos/a.1773422256250474/2629152907344067/?type=3&__xts__[0]=68.ARD4_XwVTInlbO9Ws9db0Nh_91fdhKXydGMV4wwdrgdmxwuL3yPivMbYZs2km0To4woTSrYgWFnW9pNfVTMMvN2NFun4nJ-tJ5Mw1MAUhdvHeTK4rPyLyS7viaXMJjYou7IwXvNOwIRQ43oWtt245hUc6pEFL4_KaiPV-MgqtrBvk4kuJ01Y8A_Fo_zd65K8QgsuYj5RbzwCvF4UTmSd_zOTVKahGb1rRgSfajAz80U1pYH8fL-vbVJD_wL-9O_f1tj5d5GlWxsOL4kk650P8i-Ip7wovEwxiaJxmNABzlM8C3723bPIzZSADHY9l0E9b7vKCHPQ,,,,,Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K.,"""Revive Yourself""",meone you love ... and that includes protecting your energy from people and things that drain you physically mentally and emotionally. if you have nt already its time to start treating yourself like so. ,"at 477 per vaccine multiplied by 65 million people in the uk the bill melinda gates foundation are on course to make just under 31,500,000,000 .... ",,""""""
777,post,https://checkyourfact.com/2020/05/06/fact-check-video-boris-johnson-journalists-tea-recovering-coronavirus/,,https://www.facebook.com/jeremiah.pame/videos/3175680192483610/,,,,,A video shows British Prime Minister Boris Johnson serving journalists tea after recovering from COVID-19.,"""Log In or Sign Up to View""",you must log in to continue .. ,,,""""""
